"GEOID","HighSewer","MedSewer","LowSewer"
"'010599730004","YES","YES","YES"
"'010730107024","YES","YES","YES"
"'011030004003","YES","YES","YES"
"'011030008001","YES","YES","YES"
"'011010054092","YES","YES","YES"
"'010539707002","YES","YES","YES"
"'011250121013","YES","YES","YES"
"'010730037004","YES","YES","YES"
"'010890103044","YES","YES","NO"
"'010730033001","YES","YES","YES"
"'010730029001","YES","YES","YES"
"'010730101001","YES","YES","YES"
"'010730052002","YES","YES","YES"
"'010730107022","YES","YES","YES"
"'010939643001","YES","YES","NO"
"'010950312004","YES","YES","YES"
"'010690406002","YES","YES","YES"
"'010890003011","YES","YES","YES"
"'010890007012","YES","YES","YES"
"'010890025012","YES","YES","YES"
"'010770111012","YES","YES","NO"
"'010970019012","YES","YES","NO"
"'010970004014","YES","YES","YES"
"'010970019011","YES","YES","YES"
"'010970034041","YES","YES","YES"
"'010810420082","YES","YES","YES"
"'010730111123","YES","YES","YES"
"'011010016004","YES","YES","YES"
"'010730107052","YES","YES","YES"
"'010450208022","YES","YES","YES"
"'011250120011","YES","YES","YES"
"'010810408022","YES","YES","YES"
"'010539706004","YES","YES","YES"
"'010539706003","YES","YES","YES"
"'011010004005","YES","YES","YES"
"'010810419033","NO","NO","NO"
"'011150401091","NO","NO","NO"
"'010830212031","YES","YES","YES"
"'011170303362","YES","YES","YES"
"'010150011021","YES","YES","YES"
"'010730027023","YES","YES","YES"
"'010970008022","YES","YES","YES"
"'011130306011","YES","YES","YES"
"'010730129192","YES","YES","YES"
"'010810404031","YES","YES","YES"
"'011250125041","YES","YES","YES"
"'011250112002","YES","YES","YES"
"'010890105042","YES","YES","NO"
"'010030106002","YES","YES","YES"
"'010970015021","YES","YES","YES"
"'010330208011","NO","NO","NO"
"'010399626001","NO","NO","NO"
"'010890110251","YES","YES","YES"
"'010890009012","YES","YES","YES"
"'010030114171","NO","NO","NO"
"'011130306012","YES","YES","YES"
"'010970008021","YES","YES","YES"
"'010150006002","YES","YES","YES"
"'010030111041","YES","YES","YES"
"'010730106031","YES","YES","YES"
"'011010054023","YES","YES","YES"
"'010730111132","YES","YES","YES"
"'010030114101","NO","NO","NO"
"'010970036071","YES","YES","YES"
"'011010017005","YES","YES","YES"
"'011250108031","YES","YES","YES"
"'010479566001","YES","YES","YES"
"'010690415005","YES","YES","YES"
"'011010056111","YES","YES","YES"
"'011130303001","YES","YES","YES"
"'011030051061","YES","YES","YES"
"'011250124031","YES","NO","NO"
"'011030006002","YES","YES","YES"
"'011030051083","YES","YES","YES"
"'010890103041","NO","NO","NO"
"'010550104014","YES","YES","YES"
"'010830208041","YES","NO","NO"
"'011010029022","YES","YES","YES"
"'010970068031","YES","YES","YES"
"'010970037044","YES","YES","YES"
"'010950308042","YES","YES","YES"
"'010970034092","YES","YES","NO"
"'010970032071","YES","YES","YES"
"'011250120022","YES","YES","YES"
"'011310348021","YES","YES","YES"
"'010730129171","YES","YES","YES"
"'010730129203","YES","YES","YES"
"'010730117102","YES","YES","YES"
"'010730024013","YES","YES","YES"
"'010890104032","NO","NO","NO"
"'010810409041","YES","YES","YES"
"'010810416002","YES","YES","YES"
"'010810420071","YES","YES","YES"
"'010330207032","YES","YES","YES"
"'010730144062","YES","YES","YES"
"'011010001001","YES","YES","YES"
"'010030109031","NO","NO","NO"
"'010970037082","YES","YES","YES"
"'011170303202","YES","YES","YES"
"'010730059032","YES","YES","YES"
"'010730049011","YES","YES","YES"
"'010479564003","YES","YES","YES"
"'010810403002","YES","YES","YES"
"'010810409013","YES","YES","YES"
"'010450207003","YES","YES","YES"
"'011010003002","YES","YES","YES"
"'011010022014","YES","YES","YES"
"'011010014004","YES","YES","YES"
"'011010021001","YES","YES","YES"
"'010179547001","YES","YES","NO"
"'010970054001","YES","YES","YES"
"'010730110022","YES","YES","NO"
"'010970007022","YES","YES","YES"
"'010970013023","YES","YES","YES"
"'010970033022","YES","YES","YES"
"'010030111043","YES","YES","YES"
"'010950309021","YES","YES","YES"
"'011250116002","YES","YES","YES"
"'011250118004","YES","YES","YES"
"'010830209002","YES","YES","YES"
"'010730034003","YES","YES","YES"
"'010730030011","YES","YES","YES"
"'010730008005","YES","YES","YES"
"'010730104013","YES","YES","YES"
"'010730052004","YES","YES","YES"
"'010730048002","YES","YES","YES"
"'010730128022","YES","YES","YES"
"'011030007003","YES","YES","YES"
"'011190114001","NO","NO","NO"
"'011091891011","YES","YES","YES"
"'010690404002","YES","YES","YES"
"'010719508004","YES","YES","NO"
"'010890015004","YES","YES","YES"
"'010890028011","YES","YES","YES"
"'010150016003","YES","YES","YES"
"'010150017004","YES","YES","YES"
"'010730040004","YES","YES","YES"
"'010890110272","YES","YES","YES"
"'010730030012","YES","YES","YES"
"'010730129201","YES","YES","YES"
"'011179801001","NO","NO","NO"
"'010890002033","YES","YES","YES"
"'010990760003","YES","NO","NO"
"'011010004002","YES","YES","YES"
"'010970064122","YES","YES","YES"
"'011250104031","YES","YES","YES"
"'010970031003","YES","YES","YES"
"'010890007022","YES","YES","YES"
"'010970034062","YES","YES","YES"
"'010770109023","YES","YES","YES"
"'010730104011","YES","YES","YES"
"'010730120031","YES","YES","YES"
"'011310347001","NO","NO","NO"
"'010890003012","YES","YES","YES"
"'010890012001","YES","YES","YES"
"'011010054101","YES","YES","YES"
"'010970010012","YES","YES","YES"
"'010730130022","YES","YES","YES"
"'010970009012","YES","YES","YES"
"'010730038024","YES","YES","YES"
"'011250114024","YES","YES","YES"
"'011250124081","YES","YES","YES"
"'010730118061","YES","YES","YES"
"'011210119002","YES","YES","NO"
"'010970037062","YES","YES","YES"
"'010950309033","YES","YES","YES"
"'010150021022","YES","YES","YES"
"'010730042002","YES","YES","YES"
"'010730024021","YES","YES","YES"
"'010970074003","YES","YES","YES"
"'010890106301","YES","YES","YES"
"'010550003002","YES","YES","YES"
"'011010054102","YES","YES","YES"
"'010550003003","YES","YES","YES"
"'010730052003","YES","YES","YES"
"'010730120042","YES","YES","YES"
"'010810421031","NO","NO","NO"
"'010970028005","YES","YES","YES"
"'011150401101","YES","YES","NO"
"'010970071014","YES","YES","YES"
"'010730051042","YES","YES","YES"
"'010150017003","YES","YES","YES"
"'011010027003","YES","YES","YES"
"'011150401053","NO","NO","NO"
"'010970037073","YES","YES","YES"
"'011170302213","YES","YES","YES"
"'010030114142","YES","YES","YES"
"'010730129182","YES","YES","YES"
"'010730117072","YES","YES","YES"
"'010730005003","YES","YES","YES"
"'010539698022","NO","NO","NO"
"'010890112023","YES","YES","YES"
"'010970023012","YES","YES","YES"
"'011190113022","NO","NO","NO"
"'010150010001","YES","YES","YES"
"'011010023004","YES","YES","YES"
"'010810411032","YES","YES","YES"
"'011030051014","YES","YES","YES"
"'010830211022","NO","NO","NO"
"'010150015021","NO","NO","NO"
"'010770115043","NO","NO","NO"
"'010970034091","YES","YES","YES"
"'010970064093","NO","NO","NO"
"'011030001003","YES","YES","YES"
"'010799794002","YES","NO","NO"
"'010919734005","NO","NO","NO"
"'010630600001","NO","NO","NO"
"'010010203002","YES","YES","YES"
"'010690412002","YES","YES","YES"
"'010890003013","YES","YES","YES"
"'010970010022","YES","YES","YES"
"'010730037001","YES","YES","YES"
"'010730101002","YES","YES","YES"
"'010730051012","YES","YES","YES"
"'010730021002","YES","YES","YES"
"'011250105001","YES","YES","YES"
"'011010011005","YES","YES","YES"
"'010890020002","YES","YES","YES"
"'011010014001","YES","YES","YES"
"'010330203001","YES","YES","YES"
"'010970034022","YES","YES","YES"
"'010730108031","YES","YES","YES"
"'010379611001","NO","NO","NO"
"'010479565003","YES","YES","YES"
"'010730008003","YES","YES","YES"
"'010150006001","YES","YES","NO"
"'010450208011","YES","YES","NO"
"'011250114021","YES","YES","YES"
"'010890007021","YES","YES","YES"
"'011130307002","YES","YES","YES"
"'010810414004","YES","YES","YES"
"'011010006001","YES","YES","YES"
"'011250102042","YES","YES","YES"
"'010810420032","YES","YES","NO"
"'010730118041","YES","YES","YES"
"'010890110231","YES","YES","YES"
"'011030051062","YES","YES","YES"
"'010150011022","YES","YES","YES"
"'010730024022","YES","YES","YES"
"'010730112063","NO","NO","NO"
"'010730107041","YES","YES","YES"
"'010399625002","NO","NO","NO"
"'010150021042","YES","YES","YES"
"'010810402011","YES","YES","YES"
"'010970067043","NO","NO","NO"
"'010890107041","YES","YES","YES"
"'011250114022","YES","YES","YES"
"'011010056073","YES","YES","YES"
"'010730117093","YES","YES","YES"
"'010010206002","YES","YES","YES"
"'011010021002","YES","YES","YES"
"'010330205001","YES","YES","YES"
"'010890105033","YES","NO","NO"
"'010730105001","YES","YES","YES"
"'010872318001","YES","YES","NO"
"'010730034001","YES","YES","YES"
"'010439654023","NO","NO","NO"
"'011010060002","NO","NO","NO"
"'010730108022","YES","YES","YES"
"'010310112052","YES","YES","YES"
"'010750301011","NO","NO","NO"
"'010599731001","NO","NO","NO"
"'010150017001","YES","YES","YES"
"'010970062021","NO","NO","NO"
"'010030102002","NO","NO","NO"
"'010210607022","NO","NO","NO"
"'010059501002","NO","NO","NO"
"'010670306002","NO","NO","NO"
"'010179539001","NO","NO","NO"
"'011170302201","YES","YES","YES"
"'011239622003","NO","NO","NO"
"'010090501042","NO","NO","NO"
"'010259578001","NO","NO","NO"
"'010330210002","NO","NO","NO"
"'010030105001","YES","YES","YES"
"'010010208012","NO","NO","NO"
"'010550009003","NO","NO","NO"
"'011250124032","YES","YES","YES"
"'010030107042","YES","YES","YES"
"'010550009002","YES","YES","YES"
"'010439644001","NO","NO","NO"
"'010479572002","NO","NO","NO"
"'010259575002","NO","NO","NO"
"'011270211003","NO","NO","NO"
"'011091892002","NO","NO","NO"
"'010810404012","YES","YES","YES"
"'010150016002","YES","YES","YES"
"'010890112033","YES","YES","NO"
"'010939640013","NO","NO","NO"
"'010830206001","YES","YES","NO"
"'011010055032","YES","YES","YES"
"'010499606023","NO","NO","NO"
"'011150404014","NO","NO","NO"
"'010159819031","NO","NO","NO"
"'010810411043","YES","YES","NO"
"'010730014002","YES","YES","YES"
"'010439641003","NO","NO","NO"
"'010199560001","NO","NO","NO"
"'010479573013","NO","NO","NO"
"'010730059104","YES","YES","YES"
"'010890017001","YES","YES","YES"
"'010730015002","YES","YES","YES"
"'011010054021","YES","YES","YES"
"'010090504001","NO","NO","NO"
"'010730117042","YES","YES","NO"
"'011150404011","NO","NO","NO"
"'011170305031","NO","NO","NO"
"'010059502003","NO","NO","NO"
"'010550016003","YES","NO","NO"
"'010030105004","YES","YES","YES"
"'010259575001","NO","NO","NO"
"'010730100012","YES","YES","YES"
"'010150025022","NO","NO","NO"
"'011010060003","NO","NO","NO"
"'010010204004","YES","YES","YES"
"'010730037003","YES","YES","YES"
"'010499601022","NO","NO","NO"
"'010030110001","NO","NO","NO"
"'010872315003","NO","NO","NO"
"'010810421011","NO","NO","NO"
"'010439643004","NO","NO","NO"
"'010550004004","YES","NO","NO"
"'011030051031","NO","NO","NO"
"'011250114012","YES","YES","YES"
"'010730111131","YES","NO","NO"
"'010310102002","NO","NO","NO"
"'011250102031","NO","NO","NO"
"'011010059043","NO","NO","NO"
"'010499602001","NO","NO","NO"
"'010730144152","YES","YES","YES"
"'010179543001","NO","NO","NO"
"'010730120013","NO","NO","NO"
"'010970061071","NO","NO","NO"
"'010719511011","NO","NO","NO"
"'010150017002","YES","YES","NO"
"'010730042001","YES","YES","YES"
"'011210109003","YES","YES","YES"
"'010030114191","NO","NO","NO"
"'011130308001","NO","NO","NO"
"'011010027004","YES","YES","YES"
"'010970023011","YES","YES","YES"
"'010239570002","NO","NO","NO"
"'010830202022","NO","NO","NO"
"'011239627011","NO","NO","NO"
"'010950306022","NO","NO","NO"
"'010499608003","NO","NO","NO"
"'010139531003","NO","NO","NO"
"'010139532001","NO","NO","NO"
"'010550110021","NO","NO","NO"
"'010150015022","NO","NO","NO"
"'010090505011","NO","NO","NO"
"'011210115011","NO","NO","NO"
"'010599737031","NO","NO","NO"
"'010730001005","YES","YES","YES"
"'011091890032","NO","NO","NO"
"'010450214001","NO","NO","NO"
"'010970066003","YES","NO","NO"
"'010970014003","YES","YES","YES"
"'010550107001","NO","NO","NO"
"'011091890021","NO","NO","NO"
"'011270208021","NO","NO","NO"
"'011339657004","NO","NO","NO"
"'010550102013","NO","NO","NO"
"'011010051012","YES","YES","YES"
"'010210601031","NO","NO","NO"
"'011250116003","YES","YES","YES"
"'010730124033","YES","NO","NO"
"'010730024014","YES","YES","YES"
"'010399624003","NO","NO","NO"
"'011010030002","YES","YES","YES"
"'010970037083","YES","YES","YES"
"'010890104061","NO","NO","NO"
"'011010033032","YES","YES","YES"
"'010970064131","YES","YES","YES"
"'010399616001","NO","NO","NO"
"'010730050003","YES","YES","YES"
"'011270208023","NO","NO","NO"
"'010119525002","NO","NO","NO"
"'010030106001","YES","YES","YES"
"'010810410011","NO","NO","NO"
"'011250101051","NO","NO","NO"
"'011010056072","YES","YES","YES"
"'010150025031","NO","NO","NO"
"'010030114122","YES","YES","NO"
"'010730112071","YES","YES","YES"
"'011030054053","NO","NO","NO"
"'011170305042","NO","NO","NO"
"'011170302112","NO","NO","NO"
"'010310112042","NO","NO","NO"
"'010919733001","NO","NO","NO"
"'010719510002","NO","NO","NO"
"'010330209022","NO","NO","NO"
"'010950312003","NO","NO","NO"
"'010010204002","YES","YES","YES"
"'010830209001","YES","NO","NO"
"'011150405051","NO","NO","NO"
"'010510304021","NO","NO","NO"
"'011150401083","NO","NO","NO"
"'010119522012","NO","NO","NO"
"'011270212002","NO","NO","NO"
"'011070504022","NO","NO","NO"
"'011010060001","NO","NO","NO"
"'010830203002","NO","NO","NO"
"'010330209024","NO","NO","NO"
"'010970062011","NO","NO","NO"
"'010770110002","YES","YES","YES"
"'010970064022","YES","YES","YES"
"'010970074002","YES","YES","YES"
"'010830205002","YES","YES","YES"
"'010030101003","NO","NO","NO"
"'010970010011","YES","YES","YES"
"'010650403002","NO","NO","NO"
"'010730112051","YES","NO","NO"
"'010650400001","NO","NO","NO"
"'011030053022","NO","NO","NO"
"'010150023002","NO","NO","NO"
"'010539704002","NO","NO","NO"
"'010150020011","NO","NO","NO"
"'011170302182","NO","NO","NO"
"'010439652001","NO","NO","NO"
"'010750301022","NO","NO","NO"
"'011270216001","NO","NO","NO"
"'010439649021","NO","NO","NO"
"'011150401073","NO","NO","NO"
"'010670303002","NO","NO","NO"
"'010950301012","NO","NO","NO"
"'011210103023","NO","NO","NO"
"'010970056023","YES","YES","NO"
"'010810418033","NO","NO","NO"
"'010599734001","NO","NO","NO"
"'010970065053","NO","NO","NO"
"'010030116041","NO","NO","NO"
"'010750301013","NO","NO","NO"
"'011150401052","NO","NO","NO"
"'011250124061","YES","YES","YES"
"'011290442005","NO","NO","NO"
"'010090501062","NO","NO","NO"
"'010499613004","NO","NO","NO"
"'011270216002","NO","NO","NO"
"'011310351004","NO","NO","NO"
"'011250104072","YES","YES","YES"
"'010730111143","NO","NO","NO"
"'011339659003","NO","NO","NO"
"'010150011033","YES","NO","NO"
"'010970058002","NO","NO","NO"
"'011210115012","NO","NO","NO"
"'010510306004","NO","NO","NO"
"'010770115021","NO","NO","NO"
"'010730127034","YES","NO","NO"
"'010730058002","YES","YES","YES"
"'010890004033","NO","NO","NO"
"'010970061044","NO","NO","NO"
"'010719501023","NO","NO","NO"
"'010599730001","NO","NO","NO"
"'010730141054","YES","YES","YES"
"'010499607032","NO","NO","NO"
"'010919734001","YES","YES","YES"
"'010770108003","NO","NO","NO"
"'010330207063","NO","NO","NO"
"'011170302121","YES","YES","YES"
"'010730011002","YES","YES","YES"
"'010890014031","YES","NO","NO"
"'010359606001","NO","NO","NO"
"'011339655032","NO","NO","NO"
"'010730109006","YES","YES","YES"
"'010890006012","YES","YES","YES"
"'010890027212","YES","YES","YES"
"'010090501051","YES","NO","NO"
"'010730112061","NO","NO","NO"
"'010090503011","NO","NO","NO"
"'010090502001","NO","NO","NO"
"'011010020002","YES","YES","YES"
"'011010015003","YES","YES","YES"
"'011130307003","YES","YES","YES"
"'010970023021","YES","YES","YES"
"'011190113011","NO","NO","NO"
"'010890024001","YES","YES","YES"
"'010810418011","NO","NO","NO"
"'010439641004","NO","NO","NO"
"'010179540011","NO","NO","NO"
"'010719506011","NO","NO","NO"
"'010719506021","NO","NO","NO"
"'011210101011","YES","NO","NO"
"'010139532003","NO","NO","NO"
"'010570203003","NO","NO","NO"
"'010159819021","NO","NO","NO"
"'010830211021","NO","NO","NO"
"'011150402102","NO","NO","NO"
"'010719501021","NO","NO","NO"
"'010439647003","NO","NO","NO"
"'010030114194","YES","NO","NO"
"'011170307043","NO","NO","NO"
"'010970027002","YES","YES","YES"
"'011239621004","YES","YES","NO"
"'010599729001","NO","NO","NO"
"'010890012003","YES","YES","YES"
"'010239568004","NO","NO","NO"
"'010990762002","NO","NO","NO"
"'010399630004","NO","NO","NO"
"'010399630002","NO","NO","NO"
"'010299598001","NO","NO","NO"
"'010399629002","NO","NO","NO"
"'011190114002","NO","NO","NO"
"'010950311002","YES","YES","NO"
"'010550103002","NO","NO","NO"
"'010570201001","NO","NO","NO"
"'010939644012","NO","NO","NO"
"'010030107073","NO","NO","NO"
"'010570201002","NO","NO","NO"
"'010259579011","NO","NO","NO"
"'010499610001","YES","YES","YES"
"'010890113021","NO","NO","NO"
"'010439655021","NO","NO","NO"
"'010510301012","NO","NO","NO"
"'010810419031","NO","NO","NO"
"'010450208012","NO","NO","NO"
"'010919734004","NO","NO","NO"
"'010550111001","NO","NO","NO"
"'010439645003","NO","NO","NO"
"'011339657002","YES","YES","YES"
"'010330208021","NO","NO","NO"
"'011150402061","NO","NO","NO"
"'010730035003","YES","YES","YES"
"'010479561012","NO","NO","NO"
"'010059508002","YES","YES","NO"
"'010730129084","YES","YES","YES"
"'011270215003","NO","NO","NO"
"'010599732003","NO","NO","NO"
"'010799794001","NO","NO","NO"
"'010810410021","NO","NO","NO"
"'010150016001","NO","NO","NO"
"'010730033002","YES","YES","YES"
"'010970036062","YES","YES","YES"
"'010730107032","YES","YES","YES"
"'011010030001","YES","YES","YES"
"'010499613002","YES","YES","YES"
"'010730111174","YES","YES","NO"
"'010730127033","YES","YES","YES"
"'010330209011","NO","NO","NO"
"'010599729003","NO","NO","NO"
"'010970025023","YES","YES","YES"
"'010970032061","YES","YES","YES"
"'010499602003","NO","NO","NO"
"'010359603002","NO","NO","NO"
"'010890110232","YES","YES","YES"
