"huc12","name","tohuc","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'111003020204","Kishketon Lake-North Canadian River","'111003020206",1399,12.956,1568,14.521,1568,14.521,107.982
"'111303030302","Lower Finn Creek","'111303030303",324,3.745,324,3.745,324,3.745,86.512
"'020502050606","Upper Pine Bottom Run-Pine Creek","'020502050607",359,3.009,359,3.009,359,3.009,119.294
"'030501091105","Lower Little Saluda River","'030501091207",995,11.534,995,11.534,995,11.534,86.27
"'030501091102","Red Bank Creek-Little Saluda River","'030501091104",853,7.59,853,7.59,853,7.59,112.389
"'030501091103","Big Creek-Little Saluda River","'030501091105",946,6.538,946,6.538,946,6.538,144.685
"'030501091104","Upper Little Saluda River","'030501091105",1793,14.774,1793,14.774,1793,14.774,121.361
"'030501091201","Halfway Swamp Creek-Bush River","'030501091202",313,3.41,313,3.41,313,3.41,91.794
"'030501091202","Terrapin Creek-Saluda River","'030501091207",213,1.672,213,1.672,213,1.672,127.373
"'030501091203","Beaverdam Creek-Bush River","'030501091207",450,5.997,450,5.997,450,5.997,75.033
"'030501091205","Kinards Creek","'030501091206",759,14.707,814,15.772,814,15.772,51.609
"'030501091206","Lower Bush River","'030501091207",1418,10.865,2246,17.209,2648,20.289,130.515
"'030501091207","Tosity Creek-Saluda River","'030501091307",1068,8.123,1068,8.123,1068,8.123,131.48
"'111302080307","Outlet Cow Creek","'111302080404",405,4.877,405,4.877,405,4.877,83.036
"'110902040801","Emachaya Creek","'110902040803",508,4.815,508,4.815,508,4.815,105.494
"'180102010204","Miller Creek","'180102010208",101,0.74,101,0.74,101,0.74,136.501
"'110902040703","Lower Longtown Creek","'110902040705",1685,13.329,1685,13.329,1685,13.329,126.414
"'110902040802","Taloka Creek","'110902040804",1126,9.984,1594,14.133,1594,14.133,112.785
"'110902040803","Town of Whitefield-Canadian River","'110902040804",471,3.467,471,3.467,471,3.467,135.834
"'160402050301","Black Rock Spring","'160402050302",0,0,0,0,0,0,97.863
"'101303060304","Owen Lake-Thunder Butte Creek","'101303060307",125,1.692,125,1.692,125,1.692,73.887
"'101303060305","Lone Tree Creek","'101303060307",21,0.244,21,0.244,21,0.244,86.103
"'160402050401","Box Canyon Creek","'160402050402",1,0.006,1,0.006,1,0.006,157.005
"'160402050402","Headwaters Rincon Creek","'160402050403",0,0,0,0,0,0,103.134
"'101303060306","Hart Creek","'101303060307",14,0.227,14,0.227,14,0.227,61.65
"'101303060308","Big Meadow Creek","'101303060310",16,0.245,16,0.245,16,0.245,65.231
"'101303060310","Duncan Creek-Thunder Butte Creek","'101303060311",20,0.25,20,0.25,20,0.25,79.977
"'101303060311","School Section Draw-Thunder Butte Creek","'101303060403",6,0.123,6,0.123,6,0.123,48.905
"'101303060401","Upper Surveyor Creek","'101303060402",34,0.455,34,0.455,34,0.455,74.733
"'101303060402","Lower Surveyor Creek","'101303060403",0,0,0,0,0,0,47.091
"'101303060403","Cow Creek-Thunder Butte Creek","'101303060407",4,0.058,4,0.058,4,0.058,68.422
"'101303060404","Upper Line Creek","'101303060406",12,0.133,12,0.133,12,0.133,90.341
"'101303060405","Tourney Creek","'101303060406",0,0,0,0,0,0,69.496
"'101303060406","Lower Line Creek","'101303060407",0,0,0,0,0,0,52.474
"'101303060407","Knocker Creek-Thunder Butte Creek","'101303060410",0,0,0,0,0,0,91.875
"'101303060408","West Beaver Trap Creek","'101303060409",0,0,0,0,0,0,73.516
"'101303060409","Beaver Trap Creek","'101303060410",0,0,0,0,0,0,77.102
"'020501060903","Lower Mehoopany Creek","'020501061405",479,4.423,479,4.423,479,4.423,108.287
"'020501060804","Little Meshoppen Creek-Meshoppen Creek","'020501061404",549,11.428,549,11.428,549,11.428,48.04
"'101303040204","Headwaters Battle Creek","'101303040205",2,0.034,2,0.034,2,0.034,58.605
"'020501060901","Upper Mehoopany Creek","'020501060903",49,0.459,49,0.459,49,0.459,106.738
"'111303030304","Owl Creek","'111303030310",271,3.872,271,3.872,271,3.872,69.984
"'020501060902","North Branch Mehoopany Creek","'020501060903",466,4.499,466,4.499,466,4.499,103.589
"'050301061001","Upper West Virginia Fork Fish Creek","'050301061003",436,9.387,436,9.387,436,9.387,46.447
"'111302030606","Lower Pecan Creek","'111302030608",111,1.333,111,1.333,111,1.333,83.27
"'050301060603","Little Wheeling Creek","'050301060604",1676,23.261,1676,23.261,1704,23.65,72.052
"'050301060802","Grave Creek","'050301061206",1845,15.693,1845,15.693,1845,15.693,117.569
"'050301061003","Middle West Virginia Fork Fish Creek","'050301061004",470,8.95,470,8.95,470,8.95,52.512
"'050301061101","Pennsylvania Fork Fish Creek","'050301061102",537,3.97,537,3.97,537,3.97,135.258
"'101303040203","Lower Fourmile Creek","'101303040209",2,0.024,2,0.024,2,0.024,83.446
"'101303040201","Upper Fourmile Creek","'101303040203",3,0.034,3,0.034,3,0.034,86.974
"'111303030305","Cheek Creek-Washita Creek","'111303030310",318,3.671,318,3.671,318,3.671,86.633
"'101303040202","101303040202","'101303040203",1,0.017,1,0.017,1,0.017,58.206
"'030501091302","Buffalo Creek-Saluda River","'030501091307",801,18.615,801,18.615,801,18.615,43.029
"'180101010102","Baldface Creek","'180101010104",0,0,0,0,0,0,80.179
"'111302080206","111302080206-Beaver Creek","'111302080209",115,2.549,115,2.549,115,2.549,45.112
"'020502060102","First Fork Larrys Creek","'020502060103",101,2.217,101,2.217,101,2.217,45.566
"'030501091301","Rocky Creek-Saluda River","'030501091307",622,17.794,622,17.794,622,17.794,34.955
"'160402050404","Middle Rincon Creek","'160402050405",1,0.011,1,0.011,1,0.011,87.876
"'020501061001","Upper East Branch Tunkhannock Creek","'020501061002",788,10.818,788,10.818,788,10.818,72.844
"'180101010101","Upper North Fork Smith River","'180101010104",0,0,0,0,0,0,99.292
"'180102010101","Headwaters Williamson River","'180102010102",2,0.015,2,0.015,2,0.015,133.233
"'180102010102","Haystack Draw-Williamson River","'180102010103",2,0.011,2,0.011,2,0.011,175.132
"'180102010103","Deep Creek-Williamson River","'180102010104",0,0,0,0,0,0,114.37
"'180102010104","Aspen Creek-Williamson River","'180102010105",5,0.037,5,0.037,5,0.037,135.193
"'180102010105","Long Prairie-Williamson River","'180102010407",6,0.045,6,0.045,6,0.045,134.096
"'101303060504","Middle Irish Creek","'101303060506",0,0,0,0,0,0,94.698
"'101303060501","Sophia Creek","'101303060507",0,0,0,0,0,0,36.617
"'101303060502","Ash Creek","'101303060507",0,0,0,0,0,0,42.673
"'101303060503","Upper Irish Creek","'101303060504",0,0,0,0,0,0,59.723
"'101303060505","East Irish Creek","'101303060506",0,0,0,0,0,0,44.489
"'101303060506","Lower Irish Creek","'101303060507",0,0,0,0,0,0,73.665
"'111303030507","Garrison Creek-Wildhorse Creek","'111303030806",219,1.87,219,1.87,219,1.87,117.127
"'111303030601","Guy Sandy Creek","'111303030603",1141,9.858,1141,9.858,1141,9.858,115.744
"'111401050401","Peal Creek-Kiamichi River","'111401050402",528,5.089,528,5.089,528,5.089,103.752
"'111302030608","111302030608-West Cache Creek","'111302030609",112,1.184,112,1.184,112,1.184,94.568
"'020501011302","Upper Starrucca Creek","'020501011303",546,10.169,546,10.169,546,10.169,53.691
"'020501011303","Middle Starrucca Creek","'020501011304",119,3.652,119,3.652,119,3.652,32.586
"'020502060201","Roaring Branch","'020502060202",210,2.657,210,2.657,210,2.657,79.023
"'111401050305","Dry Creek-Kiamichi River","'111401050401",247,2.844,247,2.844,247,2.844,86.858
"'030501091303","Upper Hollow Creek-Saluda River","'030501091304",755,13.14,755,13.14,755,13.14,57.456
"'020502060202","Mill Creek-Lycoming Creek","'020502060206",491,4.6,491,4.6,491,4.6,106.729
"'030501091304","Lower Hollow Creek-Saluda River","'030501091311",2477,30.458,2479,30.483,2479,30.483,81.324
"'030601010501","Upper Coneross Creek","'030601010502",563,12.304,569,12.435,1075,23.494,45.756
"'020501040907","Middle Tioga River","'020501040908",696,6.082,696,6.082,696,6.082,114.432
"'111302080209","111302080209-Beaver Creek","'111302080211",194,3.703,194,3.703,194,3.703,52.389
"'020501040906","Corey Creek","'020501040907",522,8.844,522,8.844,522,8.844,59.026
"'020501050601","Upper Bentley Creek","'020501050602",479,8.099,479,8.099,479,8.099,59.144
"'111401050108","Tombstone Creek-Kiamichi River","'111401050303",47,0.902,47,0.902,47,0.902,52.098
"'111401050202","Mud Creek","'111401050203",54,0.817,54,0.817,54,0.817,66.088
"'110902010110","110902010110-Canadian River","'110902010201",38,0.411,38,0.411,38,0.411,92.465
"'101303060707","Outlet Red Earth Creek","'101303060708",0,0,0,0,0,0,53.835
"'101303060708","Town of Green Grass-Moreau River","'101303060903",0,0,0,0,0,0,79.078
"'110902010201","Cottonwood Creek-Canadian River","'110902010203",54,0.427,54,0.427,54,0.427,126.454
"'111302080101","Headwaters Little Beaver Creek","'111302080103",254,2.86,254,2.86,256,2.883,88.811
"'111302080102","Hell Creek","'111302080105",743,12.912,743,12.912,911,15.832,57.542
"'160402010104","Jackson Creek","'160402010106",1,0.018,1,0.018,1,0.018,54.359
"'160402010105","Jaca Creek","'160402010106",1,0.01,1,0.01,1,0.01,95.959
"'020502060505","Bear Creek","'020502060509",25,0.564,25,0.564,25,0.564,44.332
"'111302030609","111302030609-West Cache Creek","'111302030610",99,1.214,99,1.214,99,1.214,81.543
"'111302030610","Outlet West Cache Creek","'111302020310",14,0.676,14,0.676,14,0.676,20.713
"'030601030503","Chickasaw Creek","'030601030512",299,11.525,299,11.525,299,11.525,25.945
"'111001010903","Willow Bar Lake","'111001011001",26,0.271,26,0.271,26,0.271,95.926
"'111302080402","Waurika Lake-Beaver Creek","'111302080403",479,2.749,479,2.749,479,2.749,174.246
"'070200010504","070200010504-North Fork Whetstone River","'070200010603",80,0.836,80,0.836,80,0.836,95.696
"'070200010601","Summit Lake","'070200010603",84,0.946,84,0.946,84,0.946,88.779
"'111401050703","Big Waterhole Creek-Kiamichi River","'111401050707",327,2.339,327,2.339,327,2.339,139.802
"'111401050701","One Creek","'111401050703",173,2.526,173,2.526,173,2.526,68.482
"'020501011305","Canawacta Creek-Susquehanna River","'020501011308",875,9.813,875,9.813,875,9.813,89.171
"'111401050702","Rock Creek","'111401050707",317,3.069,317,3.069,317,3.069,103.301
"'020501011309","Silver Creek","'020501011310",630,9.265,630,9.265,630,9.265,67.996
"'020502060802","Rock Run-Muncy Creek","'020502060803",555,5.421,555,5.421,555,5.421,102.376
"'020502060701","Beaver Run","'020502060702",668,7.507,668,7.507,668,7.507,88.978
"'020502060702","Big Run","'020502060803",1108,9.007,1108,9.007,1108,9.007,123.021
"'020502060801","Big Run-Muncy Creek","'020502060802",999,9.432,999,9.432,999,9.432,105.915
"'020502060803","Gregs Run-Muncy Creek","'020502061202",1943,18.105,1943,18.105,1943,18.105,107.319
"'020501011306","Salt Lick Creek","'020501011308",1065,10.383,1065,10.383,1399,13.64,102.57
"'101402040401","Headwaters Oak Creek","'101402040405",41,0.378,41,0.378,41,0.378,108.59
"'101402040304","Louis Creek","'101402040306",22,0.323,22,0.323,22,0.323,68.183
"'030601010801","Sixmile Creek-Keowee River","'030601010802",989,27.141,989,27.141,989,27.141,36.44
"'101402040305","Williams Creek","'101402040306",31,0.228,31,0.228,31,0.228,135.8
"'111302080301","East Cow Creek","'111302080303",688,8.892,1227,15.858,1227,15.858,77.373
"'101402040402","East White Horse Creek","'101402040403",15,0.194,15,0.194,15,0.194,77.479
"'101402040403","White Horse Creek","'101402040405",27,0.337,27,0.337,27,0.337,80.011
"'101402040404","De Bell Creek","'101402040405",41,0.506,41,0.506,41,0.506,80.972
"'030601010602","Lower Eighteenmile Creek","'030601010804",1187,18.395,1187,18.395,1435,22.239,64.527
"'020501050608","Wolcott Creek-Chemung River","'020501060501",425,9.145,612,13.169,612,13.169,46.472
"'020502060203","Rock Run","'020502060206",101,1.379,101,1.379,101,1.379,73.223
"'020501050602","Middle Bentley Creek","'020501050603",378,7.845,378,7.845,378,7.845,48.184
"'020502060204","Pleasant Stream","'020502060206",107,1.526,107,1.526,107,1.526,70.1
"'030601010502","Middle Coneross Creek","'030601010503",4738,31.944,4963,33.461,5484,36.974,148.321
"'030601010503","Lower Coneross Creek","'030601010803",2294,28.115,2521,30.897,2521,30.897,81.594
"'030601010601","Upper Eighteenmile Creek","'030601010602",1806,20.136,1807,20.147,3173,35.378,89.689
"'030601010701","Upper Three And Twenty Creek","'030601010702",3375,28.02,3375,28.02,3573,29.664,120.448
"'030601010702","Lower Three And Twenty Creek","'030601010704",3175,26.807,3175,26.807,3584,30.26,118.439
"'030601010703","Upper Six And Twenty Creek","'030601010704",2402,31.028,2402,31.028,2417,31.222,77.413
"'030601010704","Lower Six And Twenty Creek","'030601010804",2243,20.079,3260,29.183,5619,50.3,111.71
"'030601010802","Outlet Keowee River-Hartwell Lake","'030601010803",507,8.476,1168,19.526,1172,19.593,59.817
"'030601010803","Upper Seneca River","'030601010804",1926,15.886,1952,16.101,2542,20.967,121.235
"'111302080212","111302080212-Beaver Creek","'111302080402",43,1.135,43,1.135,43,1.135,37.87
"'110902010203","Dugout Creek-Canadian River","'110902010204",60,0.73,60,0.73,60,0.73,82.172
"'110902010204","Bois d' Arc Creek-Canadian River","'110902010205",46,0.443,46,0.443,46,0.443,103.829
"'110902010301","Upper Hackberry Creek","'110902010302",51,0.348,51,0.348,51,0.348,146.704
"'110902010302","Lower Hackberry Creek","'110902010303",25,0.224,25,0.224,25,0.224,111.395
"'110902010303","Flying Creek-Canadian Creek","'110902010306",51,0.466,51,0.466,51,0.466,109.479
"'110902010304","South Turkey Creek","'110902010305",57,0.51,57,0.51,57,0.51,111.69
"'110902010305","Turkey Creek","'110902010309",61,0.495,61,0.495,61,0.495,123.14
"'020502061001","North Branch Buffalo Creek","'020502061005",495,8.387,495,8.387,495,8.387,59.021
"'020502060902","White Deer Hole Creek-West Branch Susquehanna River","'020502061202",556,4.658,556,4.658,556,4.658,119.369
"'020502061002","Rapid Run","'020502061005",264,5.491,264,5.491,264,5.491,48.08
"'020502061003","Spruce Run","'020502061005",583,8.293,583,8.293,583,8.293,70.301
"'111303030105","Dry Creek-Washita River","'111303030107",550,4.051,550,4.051,550,4.051,135.767
"'111303030106","Sandy Creek","'111303030109",93,1.292,93,1.292,93,1.292,71.957
"'020501030202","Upper Chocohut Creek","'020501030203",326,6.433,326,6.433,326,6.433,50.679
"'101402040501","Upper Butte Creek","'101402040503",20,0.286,20,0.286,20,0.286,69.962
"'020501030701","Upper Wappasening Creek","'020501030702",530,6.034,530,6.034,530,6.034,87.841
"'101402040502","Rattlesnake Butte","'101402040503",12,0.196,12,0.196,12,0.196,61.099
"'111401050405","Long Bell Creek-Kiamichi River","'111401050408",51,0.752,51,0.752,51,0.752,67.824
"'030501080301","Upper Duncan Creek","'030501080303",1091,10.374,1581,15.034,1637,15.566,105.163
"'030501080302","South Fork-Duncan Creek","'030501080303",201,3.206,201,3.206,201,3.206,62.693
"'030501080303","Lower Duncan Creek","'030501080502",1823,12.755,1823,12.755,1823,12.755,142.924
"'030501080401","Upper Indian Creek-Enoree River","'030501080403",508,4.178,508,4.178,508,4.178,121.602
"'030501080403","Lower Indian Creek-Enoree River","'030501080502",141,1.841,141,1.841,141,1.841,76.578
"'030501080501","Kings Creek-Enoree River","'030501080502",438,6.491,438,6.491,438,6.491,67.48
"'030501080502","Outlet Enoree River","'030501060406",156,1.446,156,1.446,156,1.446,107.893
"'111401050407","Lower Buck Creek","'111401050408",162,1.274,162,1.274,162,1.274,127.118
"'101402040503","Lower Butte Creek","'101402040504",101,1.205,101,1.205,101,1.205,83.804
"'111203020406","Boggy Creek-North Fork Red River","'111203020409",106,1.061,106,1.061,106,1.061,99.899
"'111401050406","Upper Buck Creek","'111401050407",180,1.236,180,1.236,180,1.236,145.58
"'020502060207","Hoagland Run","'020502060208",339,5.797,339,5.797,339,5.797,58.474
"'030601020303","Toxaway Creek","'030601020304",296,5.24,296,5.24,296,5.24,56.493
"'030601020301","Upper Chauga River","'030601020302",693,10.371,693,10.371,693,10.371,66.822
"'030601020302","Middle Chauga River","'030601020304",140,2.148,140,2.148,140,2.148,65.18
"'030601020505","Beaverdam Creek-Tugaloo River","'030601020507",1576,17.005,1576,17.005,1576,17.005,92.679
"'111003020205","Squirrel Creek","'111003020206",1154,17.889,1154,17.889,1742,27.005,64.507
"'020501060101","North Branch Sugar Creek","'020501060102",439,6.249,439,6.249,439,6.249,70.253
"'111003020702","Bad Creek","'111003020705",231,2.48,231,2.48,231,2.48,93.136
"'020501060102","South Branch Sugar Creek","'020501060104",674,8.246,674,8.246,674,8.246,81.733
"'020503020103","Plum Creek","'020503020104",823,18.3,823,18.3,823,18.3,44.974
"'020501060104","Mill Creek-Sugar Creek","'020501060107",544,5.036,544,5.036,544,5.036,108.013
"'020501060105","Tomjack Creek","'020501060107",527,7.537,527,7.537,527,7.537,69.92
"'020501060106","Browns Creek","'020501060107",258,5.933,258,5.933,258,5.933,43.484
"'030501091308","Bear Creek-Saluda River","'030501091311",874,13.121,2249,33.764,4347,65.261,66.61
"'030501091306","Lower Camping Creek-Saluda River","'030501091311",1653,31.189,1653,31.189,2033,38.359,52.999
"'030501091307","Upper Lake Murray-Saluda River","'030501091311",1894,23.589,1894,23.589,1894,23.589,80.292
"'110902010309","Red Creek-Canadian River","'110902010401",42,0.542,42,0.542,42,0.542,77.486
"'110902010306","Powwow Creek-Canadian River","'110902010309",42,0.417,42,0.417,42,0.417,100.806
"'110902010307","Gyp Creek","'110902010309",28,0.457,28,0.457,28,0.457,61.276
"'110902010401","Teepee Creek-Canadian River","'110902010402",166,1.164,166,1.164,166,1.164,142.668
"'030501090304","Hurricane Creek-Saluda River","'030501090307",1565,39.928,1592,40.617,1852,47.25,39.195
"'030501090301","Doddies Creek-Saluda River","'030501090307",2925,24.104,2925,24.104,2925,24.104,121.347
"'111203030301","Headwaters Glen Creek","'111203030303",66,0.634,66,0.634,66,0.634,104.036
"'111203030302","Headwaters West Otter Creek","'111203030303",325,2.214,325,2.214,325,2.214,146.819
"'020502061004","Little Buffalo Creek","'020502061005",809,16.456,809,16.456,809,16.456,49.163
"'020502061101","Mud Creek","'020502061103",446,9.834,446,9.834,446,9.834,45.353
"'020501030707","Satterlee Creek-Susquehanna River","'020501060501",515,12.094,574,13.48,574,13.48,42.582
